firm_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
1,NA,0.006289308176100629,0.159375,-0.028751123090745734,0.2183163737280296,0.05922551252847381,-0.00951683748169839,-0.10643015521064302,0.06782464846980976,0.08985282726568551,0.11016346837242359,-0.03585147247119078,0.05687203791469194,-0.04740550928891736,0.026227303295225286,0.010484927916120577,0.035667963683527884,0.08703819661865998,0.027712264150943397,0.08376362593230063,0.3266278454208576,-0.05107741420590583,0.06686291000841042,0.13598738667717777,0.33603096410978184,0.279694495654464,-0.10043218769294093,0.1206588881262868,-0.14796668299853014,0.2535940195514664,0.028723650683344915,0.06867822562485927,-0.011799410029498525,-0.06844349680170576,-0.13550011444266422,0.04792163092401377,-0.03218390804597701,0.035365531802586433,-0.062452204945195,-0.10793909733550842,0.12800975312404755,-0.18157254796001082,-0.07133288680509042,-0.07464839523981248,0.050272798129384254,0.07680890538033396,-0.0678842177808408,0.12199630314232902,0.029077540106951873,0.05716141604417019,0.12350230414746544,-0.004101722723543888,5.491488193300384e-4,0.004665203073545554,2.771618625277162e-4,0.004156275976724855,0.12417218543046357,-0.049091801669121256,0.0996386164171399,0.13990610328638498,-0.06641682281907141,-0.11173059768064228,0.30278684408737133,0.07862786664097128,-0.004109344291584777,-0.14711158952278436,-0.06917837377607493,-0.07088954950834667,-0.13930593157765198,0.04460966542750929,0.13386257870243634,-0.17986479961371318
2,NA,0.0966183574879227,0.24082232011747431,0.05798816568047337,0.13534675615212527,0.06896551724137931,-0.0018458698661744347,-0.030513176144244106,-0.014783023366714354,0.1287512100677638,0.03945111492281304,0.07920792079207921,-0.030616150019135095,0.0568495854717726,-0.036608143444153904,0.029468786351298952,0.06591337099811675,-0.15123674911660778,0.03883089770354906,0.0747588424437299,0.2112939416604338,0.053411546773695584,-0.002637749120750293,0.05289450484866295,0.17421700223713646,-0.030483448440104786,-0.021370670596904937,0.055471887550200806,-0.04994054696789536,0.24480600750938675,0.03544099879178413,0.055231427460132244,0.03280501290084777,-0.024089935760171308,-0.13018833424757725,0.2316586083666176,0.09330143540669857,-0.12988433885589246,-0.1882522004670379,0.017703031644169063,0.002826701456838443,-0.04011274934952298,0.016761041902604756,-0.07529516596123859,-0.01927246446639364,0.019651191353475806,0.010840761262346423,0.08531935176358436,-0.033245266402465876,0.036438168982008655,0.13359701164579213,0.006978096530335336,0.03926852743022137,0.016669753658084832,0.06061712616395837,0.0051644000688586674,0.07552663127247816,-0.022452229299363056,0.10750936634631048,-0.061332548904250626,-0.07880690737833596,-0.011077027948193593,-0.0725486817163536,-0.06261612783351914,0.07413280475718534,-0.10536999446392323,-0.06058726220016543,0.027074620294959276,-0.048435490784397774,-0.0759009009009009,-0.03485254691689008,-0.15833333333333333
3,NA,0.05042016806722689,0.04228571428571429,-0.09210526315789473,0.08333333333333333,0.13043478260869565,-0.01972386587771203,-0.018108651911468814,-0.13524590163934427,0.052132701421800945,0.15653153153153154,0.03018500486854917,-0.03969754253308128,0.045275590551181105,-0.1167608286252354,0.007462686567164179,0.02962962962962963,0.06372045220966084,0.038834951456310676,0.12990654205607477,0.12903225806451613,-0.041758241758241756,-0.027522935779816515,0.13836477987421383,0.11988911988911989,0.04826732673267327,-0.08736717827626919,0.11384217335058215,-0.02613240418118467,0.15146094215861658,0.1474558670820353,0.02262443438914027,-0.06283185840707965,-0.05760151085930123,0.03807615230460922,-0.03667953667953668,-0.03214465092918132,-0.020238713025428127,-0.14459745762711865,-0.0173374613003096,0.04473850031505986,0.010856453558504222,0.03910950661853189,-0.08859293572669369,-0.012706480304955527,0.005148005148005148,-0.02880921895006402,0.07382992748846408,0.06253869969040247,-0.05128205128205128,0.03194103194103194,0.0380952380952381,0.030389908256880736,0.13689482470784642,0.008919722497522299,-0.0044204322200392925,0.12432165762210162,0.08819657744624836,0.00282258064516129,0.06393244873341375,0.07859595574208317,-0.0619030774672798,0.16440422322775264,0.05829015544041451,-0.022643818849449205,-0.0068879148403256105,-0.020082881734140898,-0.002602472348731295,-0.1288323548597521,0.1463871209284912,0.0062050947093403004,0.05485232067510549
4,NA,0.061955469506292354,-0.09206927985414767,-0.11044176706827309,-0.030474040632054177,0.10011641443538999,0.0673076923076923,-0.02002002002002002,-0.012257405515832482,0.04446742502585315,0.062376237623762376,0.07642124883504194,-0.0017452006980802793,0.024475524475524476,-0.09300341296928327,9.407337723424271e-4,-0.13815789473684212,-0.025081788440567066,0.022598870056497175,0.012154696132596685,0.05240174672489083,-0.038381742738589214,0.039913700107874865,-0.04149377593360996,0.11475409836065574,0.0784313725490196,0.005454545454545455,-0.03616636528028933,-0.03095684803001876,0.0803484995159729,0.04607046070460705,0.024179620034542316,-0.0581787521079258,-0.08683974932855863,0.050980392156862744,0.013059701492537313,-0.06685236768802229,0.015920398009950248,-0.031341821743388835,-0.047522750252780584,0.03078556263269639,-0.046343975283213185,0.0391304347826087,-0.034518828451882845,-0.0628385698808234,0.009248554913294798,-0.008018327605956471,-0.061200923787528866,-0.10532837670384139,0.027700831024930747,-0.004043126684636119,-0.05142083897158322,-0.03851640513552068,0.02967359050445104,0.0899854862119013,0.006657789613848202,0.027777777777777776,-0.10167310167310167,-0.004297994269340974,0.04460431654676259,0.022191400832177532,0.004070556309362279,0.07972972972972973,-0.01877346683354193,0.036989795918367346,-0.01107011070110701,-0.035,-0.0051813471502590676,-0.0013020833333333333,-0.03259452411994785,-0.07681940700808626,0.00291970802919708
5,NA,0.11615785554728221,0.08405603735823883,-0.08553846153846154,0.11440107671601615,0.050724637681159424,-0.0053475935828877,-0.09737156511350059,0.04103242885506287,0.04322949777495232,0.11882998171846434,0.08061002178649238,0.010378827192527244,0.05906522855675398,0.031037827352085354,-0.0380997177798683,-0.015647921760391197,0.00546448087431694,0.009547738693467337,-0.011946241911398706,0.07808564231738035,0.08364485981308412,0.060370849504096595,-0.06913379422529484,0.10288248337028826,0.017289907519099316,0.07549407114624505,0.06174200661521499,-0.006576670128071997,0.006968641114982578,0.05322128851540616,0.04089095744680851,0.02906419674225487,-0.09590316573556797,-0.025060075523515277,0.02112676056338028,0.050942079553384506,0.005644090305444887,-0.05282271376691978,-0.010805158591843849,-0.027131782945736434,-0.02571532053603767,-0.015309932785660941,-0.08494501327265833,0.04931620389556569,0.04541864139020537,0.04911220249338874,0.022686352178610012,0.11421499292786422,0.04760393525864805,0.0969403211148137,0.12206572769953052,0.2571991139552055,-0.03915426781519186,0.005718954248366013,-0.022136474411047928,0.04153686396677051,0.12023928215353938,0.0756496974012104,0.016382591428098628,0.029853181076672106,-0.01774116901631554,0.14013868730849863,-0.025176803394625177,-0.016686012768427162,-0.0035413899955732625,0.036641447856401124,-0.02318259874069834,0.009961910342806914,0.024078909196402667,7.08215297450425e-4,0.07331917905166313
6,NA,-0.05927342256214149,0.0020325203252032522,0.004056795131845842,0.30707070707070705,-0.030911901081916538,-0.025518341307814992,-0.14893617021276595,-0.09038461538461538,-0.042283298097251586,0.06181015452538632,-0.04365904365904366,-0.013043478260869565,0.019823788546255508,0.265658747300216,-0.13822525597269625,0.2693069306930693,-0.15756630265210608,-0.18888888888888888,0.136986301369863,-0.024096385542168676,-0.11934156378600823,0.23598130841121495,-0.03213610586011342,-0.005859375,-0.10609037328094302,-0.0945054945054945,0.0024271844660194173,0.16464891041162227,-0.09147609147609148,-0.05263157894736842,-0.05314009661835749,-0.04081632653061224,-0.018617021276595744,-0.05962059620596206,-0.025936599423631124,-0.09763313609467456,-0.04590163934426229,-0.058419243986254296,-0.14963503649635038,-0.008583690987124463,-0.08658008658008658,0.17061611374407584,-0.10121457489878542,-0.06756756756756757,0.03864734299516908,-0.04186046511627907,-0.0048543689320388345,-0.014634146341463415,0.024752475247524754,-0.004830917874396135,0.04854368932038835,-0.06481481481481481,-0.009900990099009901,0.08,-0.046296296296296294,-0.03398058252427184,0.08542713567839195,0.046296296296296294,0.004424778761061947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,NA,0.07492195629552549,0.0909970958373669,-0.038154392191659274,0.052583025830258305,0.14548641542506574,-0.016079632465543645,-0.027237354085603113,0.0208,-0.014890282131661442,0.050119331742243436,0.13106060606060607,-0.058310991957104555,0.024199288256227757,0.09034051424600417,-0.082855321861058,-0.04794996525364837,0.025547445255474453,-0.028530670470756064,0.015418502202643172,0.026030368763557483,0.046511627906976744,-0.0013468013468013469,-0.04787592717464599,0.029098651525904896,-0.02620689655172414,0.0084985835694051,0.051264044943820225,-0.025384101536406144,-0.013708019191226868,0.013927576601671309,-0.01510989010989011,0.03765690376569038,-0.05913978494623656,0.08142857142857143,-0.031043593130779392,0.03210382513661202,0.09463931171409662,-0.09673518742442563,-0.049531459170013385,0.03873239436619718,-0.09694915254237288,0.01581325301204819,-0.04744255003706449,0.06459143968871596,0.0021929824561403508,-0.037199124726477024,0.07348484848484849,0.024062278839348902,0.01796821008984105,0.029192124915139173,0.044195250659630606,0.036007580543272265,-0.0701219512195122,0.07166337935568705,-0.005521472392638037,0.00863664404688464,-0.01345565749235474,-0.026038437693738377,0.05537873965626989,0.08343409915356712,-0.03180803571428571,-0.03861671469740634,0.07434052757793765,-0.022879464285714284,-0.04283266704740148,0.07411835026897788,-0.07512520868113523,-0.0457280385078219,0.017654476670870115,-0.017967781908302356,-0.0694006309148265
8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.12288930581613508,-0.040641711229946524,-0.007803790412486065,0.2966292134831461,0.09532062391681109,0.00949367088607595,0.024294670846394983,0.04284621270084162,-0.06969919295671313,-0.0473186119873817,0.0024834437086092716,0.03550784475639967,-0.019138755980861243,0.028455284552845527,-0.05059288537549407,-0.03330557868442964,-0.05512489233419466,0.037374658158614404,0.015817223198594025,0.04757785467128028,-0.09331131296449216,-0.00819672131147541,-0.023875114784205693,-0.023518344308560677,-0.03371868978805395,0.01694915254237288,-0.05588235294117647,-0.06230529595015576,0.11074197120708748,-0.0019940179461615153,0.03196803196803197,-0.02032913843175218,-0.14624505928853754,-0.04050925925925926,0.009650180940892641,0.053763440860215055,0.013605442176870748,0.09619686800894854,0.003061224489795918,0.12817904374364192,0.045987376014427414,-0.13321647677475898,-0.017189079878665317,-0.01748971193415638,-0.05759162303664921,-0.011111111111111112,0.020224719101123594
9,NA,0.03135100193923723,0.05860231902225008,-0.056838365896980464,0.07457627118644068,0.0539782684893095,0.07258609047940581,0.06421152030217187,0.03992901508429459,-0.0947098976109215,0.03989946591266101,0.0283987915407855,0.0488240547782078,0.01532784558614817,-0.018730779983226167,0.02735042735042735,0.044370493621741544,0.09373340414232607,0.26971569839307785,0.1588785046728972,-0.11525537634408602,-0.01424230915305735,0.0028896166441918707,-0.09008835958509412,0.015226249195796697,0.01689902830587241,0.015164104694640631,0.0255780642520974,0.10095770151636073,0.2711127220007249,-0.05504047093451067,-0.04859056221772309,0.01080373219839581,-0.1360323886639676,-0.06391752577319587,-0.0012014417300760913,0.0023065632208010066,-0.010460251046025104,-0.06976744186046512,0.015909090909090907,0.016554809843400447,0.047755281690140844,-0.05548216644649934,-0.0324009324009324,-0.002409058058299205,-0.05819850277710698,0.023076923076923078,0.02355889724310777,0.030271668822768435,0.004018081366147665,0.03476738369184592,0.0038675368624607204,0.04117505417770286,-0.04024051803885292,0.0231978049388875,0.006582155046318869,0.10050859772341972,-0.02442781690140845,0.011279043537108053,0.06022752621012715,0.05290546400693842,0.014415156507413509,0.09906617945594803,0.010528260066494275,0.021202705172728934,0.055306962591730804,0.06927393896878288,-0.010496965720846317,0.04591413890270181,-0.06196513470681458,0.039364757560398714,-0.02486996098829649
10,NA,0.01724524076147814,0.095112285336856,-0.007237635705669481,0.05224787363304982,0.08083140877598152,0,-0.009771986970684038,0.005482456140350877,0.011995637949836423,0.07543103448275862,0.04008016032064128,0.04594330400782014,0.026168224299065422,-0.022768670309653915,-0.017707362534948742,-0.016129032258064516,-0.023143683702989394,0.03006012024048096,0.038910505836575876,0.12734082397003746,0,-0.013289036544850499,-0.01936026936026936,0.06434782608695652,0.03839869281045752,0.03540519276160504,0.022036474164133738,-7.434944237918215e-4,0.05803571428571429,0.0844475721323012,0.01946787800129786,0.06492679821769573,-0.1332934847579199,0.014482758620689656,0.03195105370496261,0.017139090309822018,0.008425145819831496,-0.12467866323907455,-0.006607929515418502,0.020694752402069475,0.00724112961622013,0.021834061135371178,-0.06125356125356125,0.06828528072837632,0.032670454545454544,0.055020632737276476,-0.007170795306388526,0.13678618857901725,0.04906542056074766,0.0801781737193764,0.030412371134020618,-0.00400200100050025,-0.025113008538422903,0.04281183932346723,0.00912316269640142,0.08638874937217479,0.0425335182616736,0.056762749445676275,0.11791859001258917,-0.004588910133843212,-0.02727621974644641,0.03593996840442338,-0.015249714067861228,-0.005032907471931862,-0.0062256809338521405,0.006827309236947791,-0.04786597526924611,0.0640971931294512,0.03425196850393701,-0.01712980586220023,-0.07087529047250193
